ps3,best_match,percent,all_matches,,,,
sprites\s00\1\s00_a13_def1.png,bmp\tati\s00\1\s00_defa1,100,"('bmp\\tati\\s00\\1\\s00_defa1', 1)",,,,
sprites\rg2\1\rg2_a11_warai1.png,bmp\tati\rg2\1\rg2_waraia1,100,"('bmp\\tati\\rg2\\1\\rg2_waraia1', 1)",,,,
sprites\bea\1\bea_a11_iiwake2.png,bmp\tati\bea\1\bea_iiwakea2,100,"('bmp\\tati\\bea\\1\\bea_iiwakea2', 1)",,,,
sprites\bea\1\bea_a12_nayamu2.png,bmp\tati\bea\1\bea_nayamua2,100,"('bmp\\tati\\bea\\1\\bea_nayamua2', 1)",,,,
sprites\goh\1\goh_a12_ikari2.png,bmp\tati\goh\1\goh_ikaria2,100,"('bmp\\tati\\goh\\1\\goh_ikaria2', 1)",,,,
sprites\rg5\1\rg5_a11_odoroki1.png,bmp\tati\rg5\1\rg5_odorokia2,100,"('bmp\\tati\\rg5\\1\\rg5_odorokia2', 1)",,,,
sprites\eri\1\eri_ak11_def1.png,bmp\tati\eri\3\eri_defa1,100,"('bmp\\tati\\eri\\3\\eri_defa1', 4)",,,,
sprites\eri\1\eri_ak11_majime1.png,bmp\tati\eri\3\eri_majimea1a,100,"('bmp\\tati\\eri\\3\\eri_majimea1a', 2)",,,,
sprites\bea\1\bea_a11_1_nayamu4.png,bmp\tati\bea\1\bea_nayamua4,100,"('bmp\\tati\\bea\\1\\bea_nayamua4', 1)",,,,
sprites\eri\1\eri_ak11_majime2.png,bmp\tati\eri\3\eri_majimea2,100,"('bmp\\tati\\eri\\3\\eri_majimea2', 4)",,,,
sprites\bea\1\bea_a11_nayamu2.png,bmp\tati\bea\1\bea_nayamua2,100,"('bmp\\tati\\bea\\1\\bea_nayamua2', 2)",,,,
sprites\eri\1\eri_ak11_majime3.png,bmp\tati\eri\3\eri_majimea3,100,"('bmp\\tati\\eri\\3\\eri_majimea3', 3)",,,,
sprites\eri\1\eri_ak11_komaru1.png,bmp\tati\eri\3\eri_komarua1,100,"('bmp\\tati\\eri\\3\\eri_komarua1', 1)",,,,
sprites\eri\1\eri_ak11_akuwarai4.png,bmp\tati\eri\3\eri_akuwaraia4,100,"('bmp\\tati\\eri\\3\\eri_akuwaraia4', 1)",,,,
sprites\eri\1\eri_ak11_akire2.png,bmp\tati\eri\3\eri_akirea2,100,"('bmp\\tati\\eri\\3\\eri_akirea2', 6)",,,,
sprites\eri\1\eri_ak14_komaru1.png,bmp\tati\eri\3\eri_komarua1,100,"('bmp\\tati\\eri\\3\\eri_komarua1', 1)",,,,
sprites\eri\1\eri_ak11_akire1.png,bmp\tati\eri\3\eri_akirea1,100,"('bmp\\tati\\eri\\3\\eri_akirea1', 9)",,,,
sprites\eri\1\eri_ak12_warai4.png,bmp\tati\eri\3\eri_waraia4,100,"('bmp\\tati\\eri\\3\\eri_waraia4', 1)",,,,
sprites\eri\1\eri_ak11_warai1.png,bmp\tati\eri\3\eri_waraia1,100,"('bmp\\tati\\eri\\3\\eri_waraia1', 1)",,,,
sprites\eri\1\eri_ak11_warai3.png,bmp\tati\eri\3\eri_waraia3,100,"('bmp\\tati\\eri\\3\\eri_waraia3', 1)",,,,
sprites\eri\1\eri_ak12_akuwarai1.png,bmp\tati\eri\3\eri_akuwaraia1,100,"('bmp\\tati\\eri\\3\\eri_akuwaraia1', 1)",,,,
sprites\eri\1\eri_ak11_def2.png,bmp\tati\eri\3\eri_defa2,100,"('bmp\\tati\\eri\\3\\eri_defa2', 4)",,,,
sprites\kan\1\kan_a12_ikari2.png,bmp\tati\kan\1\kan_ikaria2,100,"('bmp\\tati\\kan\\1\\kan_ikaria2', 1)",,,,
sprites\kan\1\kan_a12b_odoroki2.png,bmp\tati\kan\1\kan_odorokia2b,100,"('bmp\\tati\\kan\\1\\kan_odorokia2b', 1)",,,,
sprites\eri\1\eri_ak12_def2.png,bmp\tati\eri\3\eri_defa2,100,"('bmp\\tati\\eri\\3\\eri_defa2', 1)",,,,
sprites\eri\1\eri_ak11_akuwarai1.png,bmp\tati\eri\3\eri_akuwaraia1,100,"('bmp\\tati\\eri\\3\\eri_akuwaraia1', 2)",,,,
sprites\kan\1\kan_a12b_ikari3.png,bmp\tati\kan\1\kan_ikaria3b,100,"('bmp\\tati\\kan\\1\\kan_ikaria3b', 1)",,,,
sprites\lam\1\lam_a12_futeki2.png,bmp\tati\lam\1\lam_futekia2,100,"('bmp\\tati\\lam\\1\\lam_futekia2', 1)",,,,
sprites\enj\1\enj_a21_naku2.png,bmp\tati\enj\1\enj_nakua2,100,"('bmp\\tati\\enj\\1\\enj_nakua2', 2)",,,,
sprites\enj\1\enj_a11_naku1.png,bmp\tati\enj\1\enj_nakua1,100,"('bmp\\tati\\enj\\1\\enj_nakua1', 2)",,,,
sprites\rg5\1\rg5_d21_warai1.png,bmp\tati\rg5\1\rg5_waraia1,100,"('bmp\\tati\\rg5\\1\\rg5_waraia1', 1)",,,,
sprites\enj\1\enj_a11_warai2.png,bmp\tati\enj\1\enj_waraia2,100,"('bmp\\tati\\enj\\1\\enj_waraia2', 14)",,,,
sprites\enj\1\enj_a13_majime1.png,bmp\tati\enj\1\enj_majimea1,100,"('bmp\\tati\\enj\\1\\enj_majimea1', 1)",,,,
sprites\bea\1\bea_a12_1_nayamu4.png,bmp\tati\bea\1\bea_nayamua4,100,"('bmp\\tati\\bea\\1\\bea_nayamua4', 1)",,,,
sprites\bea\1\bea_a12_majime1.png,bmp\tati\bea\1\bea_majimea1,100,"('bmp\\tati\\bea\\1\\bea_majimea1', 1)",,,,
sprites\enj\1\enj_a11_hanbeso2.png,bmp\tati\enj\1\enj_hanbesoa2,100,"('bmp\\tati\\enj\\1\\enj_hanbesoa2', 12)",,,,
sprites\fea\1\fea_a11_warai1.png,bmp\tati\fea\1\fea_waraia1,100,"('bmp\\tati\\fea\\1\\fea_waraia1', 3)",,,,
sprites\fea\1\fea_a12_warai2.png,bmp\tati\fea\1\fea_waraia2,100,"('bmp\\tati\\fea\\1\\fea_waraia2', 1)",,,,
sprites\ev2\1\ev2_a11_komaru1.png,bmp\tati\ev2\2\ev2_komarua1,100,"('bmp\\tati\\ev2\\2\\ev2_komarua1', 2)",,,,
sprites\pro\1\pro_a11_warai1.png,bmp\tati\pro\1\pro_waraia1,100,"('bmp\\tati\\pro\\1\\pro_waraia1', 1)",,,,
sprites\eri\1\eri_a13_majime4.png,bmp\tati\eri\1\eri_majimea4,100,"('bmp\\tati\\eri\\1\\eri_majimea4', 2)",,,,
sprites\ev2\1\ev2_a11_fukigen1.png,bmp\tati\ev2\2\ev2_fukigena1,100,"('bmp\\tati\\ev2\\2\\ev2_fukigena1', 1)",,,,
sprites\eva\1\eva_b24_ikari1.png,bmp\tati\eva\1\eva_ikaria1g,100,"('bmp\\tati\\eva\\1\\eva_ikaria1g', 1)",,,,
sprites\rud\1\rud_a15_akuwarai1.png,bmp\tati\rud\1\rud_akuwaraib1g,100,"('bmp\\tati\\rud\\1\\rud_akuwaraib1g', 1)",,,,
sprites\bea\1\bea_a11_1_odoroki4.png,bmp\tati\bea\1\bea_odorokia4,100,"('bmp\\tati\\bea\\1\\bea_odorokia4', 2)",,,,
sprites\s41\1\s41_a11_majime1.png,bmp\tati\s41\1\s41_majimea1,100,"('bmp\\tati\\s41\\1\\s41_majimea1', 4)",,,,
sprites\but\1\but_b22_komaru2.png,bmp\tati\but\1\but_komarua2,100,"('bmp\\tati\\but\\1\\but_komarua2', 1)",,,,
sprites\but\1\but_b24_nayamu1.png,bmp\tati\but\1\but_nayamua1,100,"('bmp\\tati\\but\\1\\but_nayamua1', 1)",,,,
sprites\but\1\but_b24_nayamu2.png,bmp\tati\but\1\but_nayamua2,100,"('bmp\\tati\\but\\1\\but_nayamua2', 1)",,,,
sprites\eri\1\eri_a12_majime4.png,bmp\tati\eri\1\eri_majimea4,100,"('bmp\\tati\\eri\\1\\eri_majimea4', 1)",,,,
sprites\eri\1\eri_a14_akuwarai1.png,bmp\tati\eri\1\eri_akuwaraia1,100,"('bmp\\tati\\eri\\1\\eri_akuwaraia1', 1)",,,,
sprites\enj\1\enj_d11_nayamu2.png,bmp\tati\enj\1\enj_nayamua2,100,"('bmp\\tati\\enj\\1\\enj_nayamua2', 1)",,,,
sprites\enj\1\enj_d11_komaru2.png,bmp\tati\enj\1\enj_komarua2,100,"('bmp\\tati\\enj\\1\\enj_komarua2', 3)",,,,
sprites\eri\1\eri_b13_odoroki1.png,bmp\tati\eri\1\eri_odorokia1,100,"('bmp\\tati\\eri\\1\\eri_odorokia1', 1)",,,,
sprites\fur\1\fur_a13_warai1.png,bmp\tati\fur\1\fur_waraia1,100,"('bmp\\tati\\fur\\1\\fur_waraia1', 1)",,,,
sprites\zep\1\zep_a13_warai1.png,bmp\tati\zep\1\zep_waraia1,100,"('bmp\\tati\\zep\\1\\zep_waraia1', 1)",,,,
sprites\rio\1\rio_a12_majime1.png,bmp\tati\rio\1\rio_majimea1,100,"('bmp\\tati\\rio\\1\\rio_majimea1', 3)",,,,
sprites\rio\1\rio_a13_komaru1a.png,bmp\tati\rio\1\rio_komarua1a,100,"('bmp\\tati\\rio\\1\\rio_komarua1a', 1)",,,,
sprites\rio\1\rio_a13_majime1.png,bmp\tati\rio\1\rio_majimea1,100,"('bmp\\tati\\rio\\1\\rio_majimea1', 1)",,,,
sprites\cor\1\cor_a12_majime1.png,bmp\tati\cor\1\cor_majimea1,100,"('bmp\\tati\\cor\\1\\cor_majimea1', 1)",,,,
sprites\eri\1\eri_b12_akuwarai2.png,bmp\tati\eri\1\eri_akuwaraia2,100,"('bmp\\tati\\eri\\1\\eri_akuwaraia2', 1)",,,,
sprites\ev2\1\ev2_a14_niramu1.png,bmp\tati\ev2\2\ev2_niramua1,100,"('bmp\\tati\\ev2\\2\\ev2_niramua1', 1)",,,,
sprites\ev2\1\ev2_a12_niramu1.png,bmp\tati\ev2\2\ev2_niramua1,100,"('bmp\\tati\\ev2\\2\\ev2_niramua1', 1)",,,,
sprites\bea\1\bea_a12_gaman6.png,bmp\tati\bea\1\bea_gamana6,100,"('bmp\\tati\\bea\\1\\bea_gamana6', 1)",,,,
sprites\bea\1\bea_a12_gaman7.png,bmp\tati\bea\1\bea_gamana7,100,"('bmp\\tati\\bea\\1\\bea_gamana7', 1)",,,,
sprites\bea\1\bea_a12_1_aseru4.png,bmp\tati\bea\1\bea_aserua4,100,"('bmp\\tati\\bea\\1\\bea_aserua4', 1)",,,,
sprites\enj\1\enj_d21_komaru4.png,bmp\tati\enj\1\enj_komarua4,100,"('bmp\\tati\\enj\\1\\enj_komarua4', 2)",,,,
sprites\enj\1\enj_d11_fuman1.png,bmp\tati\enj\1\enj_fumana1,100,"('bmp\\tati\\enj\\1\\enj_fumana1', 3)",,,,
sprites\enj\1\enj_d11_ikari1.png,bmp\tati\enj\1\enj_ikaria1,100,"('bmp\\tati\\enj\\1\\enj_ikaria1', 5)",,,,
sprites\fea\1\fea_a11_def5.png,bmp\tati\fea\1\fea_defa5,100,"('bmp\\tati\\fea\\1\\fea_defa5', 9)",,,,
sprites\fea\1\fea_a11_def4.png,bmp\tati\fea\1\fea_defa4,100,"('bmp\\tati\\fea\\1\\fea_defa4', 5)",,,,
sprites\enj\1\enj_d11_def1.png,bmp\tati\enj\1\enj_defa1,100,"('bmp\\tati\\enj\\1\\enj_defa1', 17)",,,,
sprites\eri\1\eri_b13_akuwarai4.png,bmp\tati\eri\1\eri_akuwaraia4,100,"('bmp\\tati\\eri\\1\\eri_akuwaraia4', 2)",,,,
sprites\eri\1\eri_a12_futeki1a.png,bmp\tati\eri\1\eri_futekia1a,100,"('bmp\\tati\\eri\\1\\eri_futekia1a', 1)",,,,
sprites\but\1\but_b25_odoroki1.png,bmp\tati\but\1\but_odorokib1,100,"('bmp\\tati\\but\\1\\but_odorokib1', 6)",,,,
sprites\bea\1\bea_a12_1_aseru3.png,bmp\tati\bea\1\bea_aserua3,100,"('bmp\\tati\\bea\\1\\bea_aserua3', 1)",,,,
sprites\enj\1\enj_d31_komaru3.png,bmp\tati\enj\1\enj_komarua3,100,"('bmp\\tati\\enj\\1\\enj_komarua3', 7)",,,,
sprites\enj\1\enj_d11_fuman2.png,bmp\tati\enj\1\enj_fumana2,100,"('bmp\\tati\\enj\\1\\enj_fumana2', 22)",,,,
sprites\bea\1\bea_a14_komaru3.png,bmp\tati\bea\1\bea_komarua3,100,"('bmp\\tati\\bea\\1\\bea_komarua3', 1)",,,,
sprites\bea\1\bea_a14_komaru4.png,bmp\tati\bea\1\bea_komarua4,100,"('bmp\\tati\\bea\\1\\bea_komarua4', 1)",,,,
sprites\wil\1\wil_b12_ikari1.png,bmp\tati\wil\1\wil_ikaria1,100,"('bmp\\tati\\wil\\1\\wil_ikaria1', 1)",,,,
sprites\rg3\1\rg3_a12_akuwarai2.png,bmp\tati\rg3\1\rg3_akuwaraia2,100,"('bmp\\tati\\rg3\\1\\rg3_akuwaraia2', 2)",,,,
sprites\ron\1\ron_a12_odoroki2.png,bmp\tati\ron\1\ron_odorokia2,100,"('bmp\\tati\\ron\\1\\ron_odorokia2', 1)",,,,
sprites\dla\1\dla_b22b_ikari1a.png,bmp\tati\dla\1\dla_ikaria1a,100,"('bmp\\tati\\dla\\1\\dla_ikaria1a', 1)",,,,
sprites\dla\1\dla_b22b_majime2.png,bmp\tati\dla\1\dla_majimea2b,100,"('bmp\\tati\\dla\\1\\dla_majimea2b', 2)",,,,
sprites\wil\1\wil_b11_komaru1.png,sprites\wil\1\wil_b11_ikari1.png,100,"('sprites\\wil\\1\\wil_b11_ikari1.png', 1)",,,,
bmp\tati\wil\1\wil_komarua1,bmp\tati\wil\1\wil_ikaria1,100,"('bmp\\tati\\wil\\1\\wil_ikaria1', 1)",,,,
sprites\dla\1\dla_b23b_majime2.png,bmp\tati\dla\1\dla_defa3,100,"('bmp\\tati\\dla\\1\\dla_defa3', 1)",,,,
sprites\dla\1\dla_a11b_warai2.png,bmp\tati\dla\1\dla_waraia2b,100,"('bmp\\tati\\dla\\1\\dla_waraia2b', 3)",,,,
sprites\dla\1\dla_b22b_warai2.png,bmp\tati\dla\1\dla_waraia2b,100,"('bmp\\tati\\dla\\1\\dla_waraia2b', 1)",,,,
sprites\s41\1\s41_a13_naku1.png,bmp\tati\s41\1\s41_nakua1,100,"('bmp\\tati\\s41\\1\\s41_nakua1', 1)",,,,
sprites\rg5\1\rg5_a12_ikari2.png,bmp\tati\rg5\1\rg5_ikaria2,100,"('bmp\\tati\\rg5\\1\\rg5_ikaria2', 1)",,,,
sprites\ron\1\ron_a12_odoroki1.png,bmp\tati\ron\1\ron_odorokia1,100,"('bmp\\tati\\ron\\1\\ron_odorokia1', 2)",,,,
sprites\s41\1\s41_a12_odoroki1.png,bmp\tati\s41\1\s41_odorokia1,100,"('bmp\\tati\\s41\\1\\s41_odorokia1', 1)",,,,
sprites\rg6\1\rg6_a12_komaru3.png,bmp\tati\rg6\1\rg6_komarua1,100,"('bmp\\tati\\rg6\\1\\rg6_komarua1', 1)",,,,
sprites\rg7\1\rg7_a12_odoroki3.png,bmp\tati\rg7\1\rg7_odorokia3,100,"('bmp\\tati\\rg7\\1\\rg7_odorokia3', 1)",,,,
sprites\rg3\1\rg3_a12b_odoroki1.png,bmp\tati\rg3\1\rg3_odorokia1,100,"('bmp\\tati\\rg3\\1\\rg3_odorokia1', 1)",,,,
sprites\rg3\1\rg3_a12_ikari1.png,bmp\tati\rg3\1\rg3_ikaria1,100,"('bmp\\tati\\rg3\\1\\rg3_ikaria1', 1)",,,,
sprites\rg1\1\rg1_a12b_akuwarai2.png,bmp\tati\rg1\1\rg1_akuwaraia2,100,"('bmp\\tati\\rg1\\1\\rg1_akuwaraia2', 2)",,,,
sprites\rg1\1\rg1_a12_akuwarai1.png,bmp\tati\rg1\1\rg1_akuwaraia1,100,"('bmp\\tati\\rg1\\1\\rg1_akuwaraia1', 1)",,,,
sprites\s00\1\s00_a11_naku1.png,bmp\tati\s00\1\s00_nakua1,100,"('bmp\\tati\\s00\\1\\s00_nakua1', 1)",,,,
sprites\wal\1\wal_a13_akuwarai2.png,bmp\tati\wal\1\wal_akuwaraia2,100,"('bmp\\tati\\wal\\1\\wal_akuwaraia2', 1)",,,,
sprites\ron\1\ron_a12_majime2.png,bmp\tati\ron\1\ron_majimea2,100,"('bmp\\tati\\ron\\1\\ron_majimea2', 3)",,,,
sprites\wil\1\wil_b11_niyari1.png,bmp\tati\wil\1\wil_niyaria1,100,"('bmp\\tati\\wil\\1\\wil_niyaria1', 5)",,,,
sprites\bea\1\bea_a13_komaru4.png,bmp\tati\bea\1\bea_komarua4,100,"('bmp\\tati\\bea\\1\\bea_komarua4', 2)",,,,
sprites\bea\1\bea_a12_aseru1.png,bmp\tati\bea\1\bea_aserua1,100,"('bmp\\tati\\bea\\1\\bea_aserua1', 2)",,,,
sprites\ev2\1\ev2_a14_akuwarai5.png,bmp\tati\ev2\2\ev2_akuwaraia5,100,"('bmp\\tati\\ev2\\2\\ev2_akuwaraia5', 1)",,,,
sprites\ev2\1\ev2_a13_akuwarai2.png,bmp\tati\ev2\2\ev2_akuwaraia2,100,"('bmp\\tati\\ev2\\2\\ev2_akuwaraia2', 1)",,,,
sprites\rio\1\rio_a13_akire1a.png,bmp\tati\rio\1\rio_akirea1a,100,"('bmp\\tati\\rio\\1\\rio_akirea1a', 2)",,,,
sprites\rg2\1\rg2_a12b_odoroki1.png,bmp\tati\rg2\1\rg2_odorokia2,100,"('bmp\\tati\\rg2\\1\\rg2_odorokia2', 1)",,,,
sprites\rg1\1\rg1_a12b_odoroki1.png,bmp\tati\rg1\1\rg1_odorokia1,100,"('bmp\\tati\\rg1\\1\\rg1_odorokia1', 1)",,,,
sprites\rg7\1\rg7_a12b_odoroki3.png,bmp\tati\rg3\1\rg3_ikaria1,100,"('bmp\\tati\\rg3\\1\\rg3_ikaria1', 1)",,,,
sprites\rg3\1\rg3_a12b_ikari1.png,sprites\rg1\1\rg1_a12b_odoroki1.png,100,"('sprites\\rg1\\1\\rg1_a12b_odoroki1.png', 1)",,,,
sprites\rg1\1\rg1_a11_ikari1.png,bmp\tati\rg1\1\rg1_ikaria1,100,"('bmp\\tati\\rg1\\1\\rg1_ikaria1', 1)",,,,
sprites\ros\1\ros_a12_aseru1.png,bmp\tati\ros\1\ros_aserua1,100,"('bmp\\tati\\ros\\1\\ros_aserua1', 1)",,,,
sprites\s41\1\s41_a13_akuwarai2.png,bmp\tati\s41\1\s41_akuwaraia2,100,"('bmp\\tati\\s41\\1\\s41_akuwaraia2', 2)",,,,
sprites\ev2\1\ev2_a13_akuwarai5.png,bmp\tati\ev2\2\ev2_akuwaraia5,100,"('bmp\\tati\\ev2\\2\\ev2_akuwaraia5', 1)",,,,
sprites\enj\1\enj_d11_ikari2.png,bmp\tati\enj\1\enj_ikaria2,100,"('bmp\\tati\\enj\\1\\enj_ikaria2', 4)",,,,
sprites\enj\1\enj_d11_nayamu1.png,bmp\tati\enj\1\enj_nayamua1,100,"('bmp\\tati\\enj\\1\\enj_nayamua1', 27)",,,,
sprites\enj\1\enj_d31_komaru5.png,bmp\tati\enj\1\enj_komarua5,100,"('bmp\\tati\\enj\\1\\enj_komarua5', 2)",,,,
sprites\enj\1\enj_d31_ikari2.png,bmp\tati\enj\1\enj_komarua5,100,"('bmp\\tati\\enj\\1\\enj_komarua5', 1)",,,,
sprites\enj\1\enj_a11_ikari2.png,bmp\tati\enj\1\enj_ikaria2,100,"('bmp\\tati\\enj\\1\\enj_ikaria2', 4)",,,,
sprites\en2\1\en2_a15_def3c.png,bmp\tati\en2\1\en2_defa3c,100,"('bmp\\tati\\en2\\1\\en2_defa3c', 2)",,,,
sprites\sak\1\sak_a11_warai3.png,bmp\tati\sak\1\sak_waraia3,100,"('bmp\\tati\\sak\\1\\sak_waraia3', 3)",,,,
sprites\rg1\1\rg1_a11_akuwarai1.png,bmp\tati\rg1\1\rg1_akuwaraia1,100,"('bmp\\tati\\rg1\\1\\rg1_akuwaraia1', 1)",,,,
sprites\enj\1\enj_a23_komaru4.png,bmp\tati\enj\1\enj_komarua4,100,"('bmp\\tati\\enj\\1\\enj_komarua4', 1)",,,,
sprites\ama\1\ama_a14_majime1.png,bmp\tati\ama\1\ama_majimea1,100,"('bmp\\tati\\ama\\1\\ama_majimea1', 1)",,,,
sprites\ama\1\ama_a25_def1.png,bmp\tati\ama\1\ama_defa1,100,"('bmp\\tati\\ama\\1\\ama_defa1', 1)",,,,
sprites\ama\1\ama_a25_majime1.png,bmp\tati\ama\1\ama_majimea1,100,"('bmp\\tati\\ama\\1\\ama_majimea1', 2)",,,,
sprites\but\1\but_d11_warai3.png,bmp\tati\but\2\but_waraia3,100,"('bmp\\tati\\but\\2\\but_waraia3', 3)",,,,
sprites\ron\1\ron_a13_warai1.png,bmp\tati\ron\1\ron_waraia1,100,"('bmp\\tati\\ron\\1\\ron_waraia1', 2)",,,,
sprites\cla\1\cla_a14_akuwarai1.png,bmp\tati\kla\1\kla_akuwaraia1,100,"('bmp\\tati\\kla\\1\\kla_akuwaraia1', 1)",,,,
sprites\ev2\1\ev2_a14_hohoemi2.png,bmp\tati\ev2\2\ev2_hohoemia2,100,"('bmp\\tati\\ev2\\2\\ev2_hohoemia2', 1)",,,,
sprites\ev2\1\ev2_a14_hohoemi1.png,bmp\tati\ev2\2\ev2_hohoemia1,100,"('bmp\\tati\\ev2\\2\\ev2_hohoemia1', 1)",,,,
sprites\ev2\1\ev2_a13_akuwarai7.png,bmp\tati\ev2\2\ev2_akuwaraia7,100,"('bmp\\tati\\ev2\\2\\ev2_akuwaraia7', 2)",,,,
sprites\eri\1\eri_a16b_akuwarai3.png,bmp\tati\eri\1\eri_akuwaraia3,100,"('bmp\\tati\\eri\\1\\eri_akuwaraia3', 1)",,,,
sprites\ev2\1\ev2_a12_akuwarai4.png,bmp\tati\ev2\2\ev2_akuwaraia4,100,"('bmp\\tati\\ev2\\2\\ev2_akuwaraia4', 1)",,,,
sprites\eri\1\eri_a16b_akuwarai1.png,bmp\tati\eri\1\eri_akuwaraia1,100,"('bmp\\tati\\eri\\1\\eri_akuwaraia1', 1)",,,,
sprites\eri\1\eri_a16b_def2.png,bmp\tati\eri\1\eri_defa2,100,"('bmp\\tati\\eri\\1\\eri_defa2', 2)",,,,
sprites\eri\1\eri_a16b_majime4.png,bmp\tati\eri\1\eri_majimea4,100,"('bmp\\tati\\eri\\1\\eri_majimea4', 1)",,,,
sprites\eri\1\eri_b12b_majime4.png,bmp\tati\eri\1\eri_majimea4,100,"('bmp\\tati\\eri\\1\\eri_majimea4', 1)",,,,
sprites\goa\1\goa_c11_default.png,bmp\tati\goa\1\goa_defa2,100,"('bmp\\tati\\goa\\1\\goa_defa2', 26)",,,,
sprites\but\1\but_b11_niramu2.png,bmp\tati\but\1\but_niramua2,100,"('bmp\\tati\\but\\1\\but_niramua2', 1)",,,,
sprites\kir\1\kir_a19_futeki1.png,bmp\tati\kir\1\kir_futekib1g,100,"('bmp\\tati\\kir\\1\\kir_futekib1g', 7)",,,,
sprites\geo\1\geo_a12k_majime3k.png,bmp\tati\geo\1\geo_majimea3k,100,"('bmp\\tati\\geo\\1\\geo_majimea3k', 1)",,,,
sprites\but\1\but_d23_futeki1.png,bmp\tati\but\2\but_futekia1,100,"('bmp\\tati\\but\\2\\but_futekia1', 2)",,,,
sprites\but\1\but_d22_majime2.png,bmp\tati\but\2\but_majimea2,100,"('bmp\\tati\\but\\2\\but_majimea2', 1)",,,,
sprites\but\1\but_d11_majime7.png,bmp\tati\but\2\but_majimea7,100,"('bmp\\tati\\but\\2\\but_majimea7', 3)",,,,
sprites\bea\1\bea_a13_nayamu1.png,bmp\tati\bea\1\bea_nayamua1,100,"('bmp\\tati\\bea\\1\\bea_nayamua1', 2)",,,,
sprites\but\1\but_d24_komaru2.png,bmp\tati\but\2\but_komarua2,100,"('bmp\\tati\\but\\2\\but_komarua2', 3)",,,,
sprites\but\1\but_d23_komaru2.png,bmp\tati\but\2\but_komarua2,100,"('bmp\\tati\\but\\2\\but_komarua2', 1)",,,,
sprites\bea\1\bea_a13_1_majime6.png,bmp\tati\bea\1\bea_majimea6,100,"('bmp\\tati\\bea\\1\\bea_majimea6', 4)",,,,
sprites\but\1\but_d23_nayamu4.png,bmp\tati\but\2\but_nayamua4,100,"('bmp\\tati\\but\\2\\but_nayamua4', 1)",,,,
sprites\bea\1\bea_a13_fukigen2.png,bmp\tati\bea\1\bea_fukigena2,100,"('bmp\\tati\\bea\\1\\bea_fukigena2', 2)",,,,
sprites\but\1\but_d22_niramu1.png,bmp\tati\but\2\but_niramua1,100,"('bmp\\tati\\but\\2\\but_niramua1', 3)",,,,
sprites\but\1\but_d22_nayamu1.png,bmp\tati\but\2\but_nayamua1,100,"('bmp\\tati\\but\\2\\but_nayamua1', 1)",,,,
sprites\but\1\but_d22_komaru2.png,bmp\tati\but\2\but_komarua2,100,"('bmp\\tati\\but\\2\\but_komarua2', 1)",,,,
sprites\but\1\but_d24_futeki1.png,bmp\tati\but\2\but_futekia1,100,"('bmp\\tati\\but\\2\\but_futekia1', 4)",,,,
sprites\geo\1\geo_b21k_naku1k.png,bmp\tati\geo\1\geo_nakua1k,100,"('bmp\\tati\\geo\\1\\geo_nakua1k', 1)",,,,
sprites\geo\1\geo_b21_naku1.png,bmp\tati\geo\1\geo_nakua1,100,"('bmp\\tati\\geo\\1\\geo_nakua1', 1)",,,,
sprites\geo\1\geo_a21k_naki2k.png,bmp\tati\geo\1\geo_nakua2k,100,"('bmp\\tati\\geo\\1\\geo_nakua2k', 1)",,,,
sprites\bea\1\bea_a12_fukigen1.png,bmp\tati\bea\1\bea_fukigena1,100,"('bmp\\tati\\bea\\1\\bea_fukigena1', 1)",,,,
sprites\bea\1\bea_a13_def1.png,bmp\tati\bea\1\bea_defa1,100,"('bmp\\tati\\bea\\1\\bea_defa1', 1)",,,,
sprites\but\1\but_d24_niramu1.png,bmp\tati\but\2\but_niramua1,100,"('bmp\\tati\\but\\2\\but_niramua1', 1)",,,,
sprites\bea\1\bea_a13_1_majime3star.png,bmp\tati\bea\1\bea_majimea3,100,"('bmp\\tati\\bea\\1\\bea_majimea3', 2)",,,,
sprites\jes\1\jes_a12_akuwarai1.png,bmp\tati\jes\1\jes_akuwaraia1,100,"('bmp\\tati\\jes\\1\\jes_akuwaraia1', 1)",,,,
sprites\bea\1\bea_a11_gaman2.png,bmp\tati\bea\1\bea_gamana2,100,"('bmp\\tati\\bea\\1\\bea_gamana2', 4)",,,,
sprites\s41\1\s41_a13_odoroki1.png,bmp\tati\s41\1\s41_odorokia1,100,"('bmp\\tati\\s41\\1\\s41_odorokia1', 1)",,,,
sprites\rg3\1\rg3_b12_naku1.png,bmp\tati\rg3\1\rg3_nakua1,100,"('bmp\\tati\\rg3\\1\\rg3_nakua1', 1)",,,,
sprites\rg3\1\rg3_b12_ikari2.png,bmp\tati\rg3\1\rg3_ikaria2,100,"('bmp\\tati\\rg3\\1\\rg3_ikaria2', 1)",,,,
sprites\rg5\1\rg5_c21_akuwarai1.png,bmp\tati\rg5\1\rg5_akuwaraia1,100,"('bmp\\tati\\rg5\\1\\rg5_akuwaraia1', 1)",,,,
sprites\rg5\1\rg5_c21_hohoemi1.png,bmp\tati\rg5\1\rg5_hohoemia1,100,"('bmp\\tati\\rg5\\1\\rg5_hohoemia1', 1)",,,,
sprites\rg6\1\rg6_d21_warai1.png,bmp\tati\rg6\1\rg6_waraia1,100,"('bmp\\tati\\rg6\\1\\rg6_waraia1', 2)",,,,
