ps3,best_match,percent,all_matches,,,,
sprites\nat\1\nat_a43_zutuu1.png,bmp\tati\nat\1\nat_zutuua1,100,"('bmp\\tati\\nat\\1\\nat_zutuua1', 1)",,,,
sprites\jes\1\jes_a12_ikari1.png,bmp\tati\jes\1\jes_ikaria1,100,"('bmp\\tati\\jes\\1\\jes_ikaria1', 5)",,,,
sprites\but\1\but_a11_nayamu2_chiru.png,bmp\tati\but\1\but_nayamua2,100,"('bmp\\tati\\but\\1\\but_nayamua2', 1)",,,,
sprites\but\1\but_b11_def2.png,bmp\tati\but\1\but_defa2,100,"('bmp\\tati\\but\\1\\but_defa2', 47)",,,,
sprites\jes\1\jes_b21_tohoho1.png,bmp\tati\jes\1\jes_tohohoa1,100,"('bmp\\tati\\jes\\1\\jes_tohohoa1', 2)",,,,
sprites\mar\1\mar_a22_warai1.png,bmp\tati\mar\1\mar_waraia1,100,"('bmp\\tati\\mar\\1\\mar_waraia1', 40)",,,,
sprites\geo\1\geo_a11_warai1.png,bmp\tati\geo\1\geo_waraia1,100,"('bmp\\tati\\geo\\1\\geo_waraia1', 24)",,,,
sprites\jes\1\jes_b21_atya1.png,bmp\tati\jes\1\jes_atyaa1,100,"('bmp\\tati\\jes\\1\\jes_atyaa1', 2)",,,,
sprites\but\1\but_b11_warai1.png,bmp\tati\but\1\but_waraia1,100,"('bmp\\tati\\but\\1\\but_waraia1', 39)",,,,
sprites\nat\1\nat_a33_odoroki2.png,bmp\tati\nat\1\nat_odorokia2,100,"('bmp\\tati\\nat\\1\\nat_odorokia2', 1)",,,,
sprites\ros\1\ros_c11_komaru4.png,bmp\tati\ros\1\ros_komarua4,100,"('bmp\\tati\\ros\\1\\ros_komarua4', 1)",,,,
sprites\ros\1\ros_c11_komaru1.png,bmp\tati\ros\1\ros_komarua1,100,"('bmp\\tati\\ros\\1\\ros_komarua1', 2)",,,,
sprites\kir\1\kir_a26_komaru1.png,bmp\tati\kir\1\kir_komarua1,100,"('bmp\\tati\\kir\\1\\kir_komarua1', 1)",,,,
sprites\kir\1\kir_a27_nayamu1.png,bmp\tati\kir\1\kir_nayamua1,100,"('bmp\\tati\\kir\\1\\kir_nayamua1', 1)",,,,
sprites\rud\1\rud_a13_akuwarai2.png,bmp\tati\rud\1\rud_akuwaraia2,100,"('bmp\\tati\\rud\\1\\rud_akuwaraia2', 1)",,,,
sprites\rud\1\rud_a11_akuwarai1.png,bmp\tati\rud\1\rud_akuwaraia1,100,"('bmp\\tati\\rud\\1\\rud_akuwaraia1', 18)",,,,
sprites\rud\1\rud_a11_akuwarai2.png,bmp\tati\rud\1\rud_akuwaraia2,100,"('bmp\\tati\\rud\\1\\rud_akuwaraia2', 20)",,,,
sprites\kir\1\kir_a23_futeki1.png,bmp\tati\kir\1\kir_futekia1,100,"('bmp\\tati\\kir\\1\\kir_futekia1', 5)",,,,
sprites\rud\1\rud_a12_majime2.png,bmp\tati\rud\1\rud_majimea2,100,"('bmp\\tati\\rud\\1\\rud_majimea2', 2)",,,,
sprites\kir\1\kir_a13_warai2.png,bmp\tati\kir\1\kir_waraia2,100,"('bmp\\tati\\kir\\1\\kir_waraia2', 21)",,,,
sprites\kir\1\kir_a38_nayamu1.png,bmp\tati\kir\1\kir_nayamua1,100,"('bmp\\tati\\kir\\1\\kir_nayamua1', 4)",,,,
sprites\eva\1\eva_b21_komaru4.png,bmp\tati\eva\1\eva_komarua4,100,"('bmp\\tati\\eva\\1\\eva_komarua4', 1)",,,,
sprites\eva\1\eva_b21_odoroki1.png,bmp\tati\eva\1\eva_odorokia1,100,"('bmp\\tati\\eva\\1\\eva_odorokia1', 3)",,,,
sprites\eva\1\eva_b21_majime1.png,bmp\tati\eva\1\eva_majimea1,100,"('bmp\\tati\\eva\\1\\eva_majimea1', 1)",,,,
sprites\eva\1\eva_b25_ikari2.png,bmp\tati\eva\1\eva_ikaria2,100,"('bmp\\tati\\eva\\1\\eva_ikaria2', 24)",,,,
sprites\eva\1\eva_b25_odoroki1.png,bmp\tati\eva\1\eva_odorokia1,100,"('bmp\\tati\\eva\\1\\eva_odorokia1', 43)",,,,
sprites\eva\1\eva_b25_komaru4.png,bmp\tati\eva\1\eva_komarua4,100,"('bmp\\tati\\eva\\1\\eva_komarua4', 25)",,,,
sprites\eva\1\eva_b23_odoroki1.png,bmp\tati\eva\1\eva_odorokia1,100,"('bmp\\tati\\eva\\1\\eva_odorokia1', 4)",,,,
sprites\sha\1\sha_a11_majime3.png,bmp\tati\sha\1\sha_majimea3,100,"('bmp\\tati\\sha\\1\\sha_majimea3', 36)",,,,
sprites\sha\1\sha_a12_odoroki2.png,bmp\tati\sha\1\sha_odorokia2,100,"('bmp\\tati\\sha\\1\\sha_odorokia2', 7)",,,,
sprites\sha\1\sha_a11_komaru1.png,bmp\tati\sha\1\sha_komarua1,100,"('bmp\\tati\\sha\\1\\sha_komarua1', 60)",,,,
sprites\be2\1\be2_a15_1_hanbeso3star.png,bmp\tati\be2\1\be2_hanbesob3,100,"('bmp\\tati\\be2\\1\\be2_hanbesob3', 1)",,,,
sprites\be2\1\be2_a15_nayamu1.png,bmp\tati\be2\1\be2_nayamub1,100,"('bmp\\tati\\be2\\1\\be2_nayamub1', 1)",,,,
sprites\but\1\but_b11_majime1.png,bmp\tati\but\1\but_majimea1,100,"('bmp\\tati\\but\\1\\but_majimea1', 18)",,,,
sprites\bea\1\bea_a13_akuwarai1.png,bmp\tati\bea\1\bea_akuwaraia1,100,"('bmp\\tati\\bea\\1\\bea_akuwaraia1', 6)",,,,
sprites\cla\1\cla_a11_akuwarai2.png,bmp\tati\kla\1\kla_akuwaraia2,100,"('bmp\\tati\\kla\\1\\kla_akuwaraia2', 30)",,,,
sprites\jes\1\jes_a11_akuwarai1.png,bmp\tati\jes\1\jes_akuwaraia1,100,"('bmp\\tati\\jes\\1\\jes_akuwaraia1', 15)",,,,
sprites\jes\1\jes_a11_warai1.png,bmp\tati\jes\1\jes_waraia1,100,"('bmp\\tati\\jes\\1\\jes_waraia1', 44)",,,,
sprites\jes\1\jes_a11_def1.png,bmp\tati\jes\1\jes_defa1,100,"('bmp\\tati\\jes\\1\\jes_defa1', 15)",,,,
sprites\ber\1\ber_a21_akuwarai3.png,bmp\tati\ber\1\ber_akuwaraia3,100,"('bmp\\tati\\ber\\1\\ber_akuwaraia3', 45)",,,,
sprites\but\1\but_a11_majime7.png,bmp\tati\but\1\but_majimea7,100,"('bmp\\tati\\but\\1\\but_majimea7', 2)",,,,
sprites\but\1\but_b11_niramu3.png,bmp\tati\but\1\but_niramua3,100,"('bmp\\tati\\but\\1\\but_niramua3', 22)",,,,
sprites\ber\1\ber_a24_shian1.png,bmp\tati\ber\1\ber_nayamua1,100,"('bmp\\tati\\ber\\1\\ber_nayamua1', 2)",,,,
sprites\ber\1\ber_a23_warai3.png,bmp\tati\ber\1\ber_waraia3,100,"('bmp\\tati\\ber\\1\\ber_waraia3', 1)",,,,
sprites\but\1\but_b11_majime2.png,bmp\tati\but\1\but_majimea2,100,"('bmp\\tati\\but\\1\\but_majimea2', 15)",,,,
sprites\but\1\but_b26_kuyasigaru1.png,bmp\tati\but\1\but_kuyasigarua1,100,"('bmp\\tati\\but\\1\\but_kuyasigarua1', 9)",,,,
sprites\but\1\but_b22_majime5.png,bmp\tati\but\1\but_majimea5,100,"('bmp\\tati\\but\\1\\but_majimea5', 1)",,,,
bmp\tati\be2\1\be2_housinb1,bmp\tati\be2\1\be2_housinb3,100,"('bmp\\tati\\be2\\1\\be2_housinb3', 1)",,,,
sprites\but\1\but_b11_futeki1.png,bmp\tati\but\1\but_futekia1,100,"('bmp\\tati\\but\\1\\but_futekia1', 53)",,,,
sprites\bea\1\bea_a13_def2.png,bmp\tati\bea\1\bea_defa2,100,"('bmp\\tati\\bea\\1\\bea_defa2', 2)",,,,
sprites\bea\1\bea_a13_1_warai1.png,bmp\tati\bea\1\bea_waraia1,100,"('bmp\\tati\\bea\\1\\bea_waraia1', 3)",,,,
sprites\nat\1\nat_a12_tukare2.png,bmp\tati\nat\1\nat_tukarea2,100,"('bmp\\tati\\nat\\1\\nat_tukarea2', 5)",,,,
sprites\bea\1\bea_a13_futeki2.png,bmp\tati\bea\1\bea_futekia2,100,"('bmp\\tati\\bea\\1\\bea_futekia2', 10)",,,,
sprites\bea\1\bea_a13_warai4.png,bmp\tati\bea\1\bea_waraia4,100,"('bmp\\tati\\bea\\1\\bea_waraia4', 3)",,,,
sprites\bea\1\bea_a13_warai2.png,bmp\tati\bea\1\bea_waraia2,100,"('bmp\\tati\\bea\\1\\bea_waraia2', 10)",,,,
sprites\kum\1\kum_a11_def2.png,bmp\tati\kum\1\kum_defa2,100,"('bmp\\tati\\kum\\1\\kum_defa2', 34)",,,,
sprites\kan\1\kan_a11_fuman1.png,bmp\tati\kan\1\kan_fumana1,100,"('bmp\\tati\\kan\\1\\kan_fumana1', 33)",,,,
sprites\kan\1\kan_a11_def2.png,bmp\tati\kan\1\kan_defa2,100,"('bmp\\tati\\kan\\1\\kan_defa2', 44)",,,,
sprites\kan\1\kan_a11_def1.png,bmp\tati\kan\1\kan_defa1,100,"('bmp\\tati\\kan\\1\\kan_defa1', 18)",,,,
sprites\ros\1\ros_a12_ikari1.png,bmp\tati\ros\1\ros_ikaria1,100,"('bmp\\tati\\ros\\1\\ros_ikaria1', 3)",,,,
sprites\kir\1\kir_a23_komaru1.png,bmp\tati\kir\1\kir_komarua1,100,"('bmp\\tati\\kir\\1\\kir_komarua1', 6)",,,,
sprites\eva\1\eva_a11_odoroki2.png,bmp\tati\eva\1\eva_odorokia2,100,"('bmp\\tati\\eva\\1\\eva_odorokia2', 11)",,,,
sprites\rud\1\rud_a22_komaru1.png,bmp\tati\rud\1\rud_komarua1,100,"('bmp\\tati\\rud\\1\\rud_komarua1', 2)",,,,
sprites\but\1\but_b22_majime4.png,bmp\tati\but\1\but_majimea4,100,"('bmp\\tati\\but\\1\\but_majimea4', 2)",,,,
sprites\but\1\but_b23_komaru2.png,bmp\tati\but\1\but_komarua2,100,"('bmp\\tati\\but\\1\\but_komarua2', 2)",,,,
sprites\ber\1\ber_a21_akuwarai4.png,bmp\tati\ber\1\ber_akuwaraia4,100,"('bmp\\tati\\ber\\1\\ber_akuwaraia4', 44)",,,,
sprites\ber\1\ber_a21_warai2.png,bmp\tati\ber\1\ber_waraia2,100,"('bmp\\tati\\ber\\1\\ber_waraia2', 51)",,,,
sprites\but\1\but_b11_odoroki3.png,bmp\tati\but\1\but_odorokia3,100,"('bmp\\tati\\but\\1\\but_odorokia3', 35)",,,,
sprites\lam\1\lam_a11_warai1.png,bmp\tati\lam\1\lam_waraia1,100,"('bmp\\tati\\lam\\1\\lam_waraia1', 20)",,,,
sprites\but\1\but_b11_komaru3.png,bmp\tati\but\1\but_komarua3,100,"('bmp\\tati\\but\\1\\but_komarua3', 24)",,,,
sprites\but\1\but_b11_majime3.png,bmp\tati\but\1\but_majimea3,100,"('bmp\\tati\\but\\1\\but_majimea3', 17)",,,,
sprites\lam\1\lam_a11_odoroki4.png,bmp\tati\lam\1\lam_odorokia4,100,"('bmp\\tati\\lam\\1\\lam_odorokia4', 29)",,,,
sprites\but\1\but_b22_niramu1.png,bmp\tati\but\1\but_niramua1,100,"('bmp\\tati\\but\\1\\but_niramua1', 11)",,,,
sprites\bea\1\bea_a11_warai4.png,bmp\tati\bea\1\bea_waraia4,100,"('bmp\\tati\\bea\\1\\bea_waraia4', 7)",,,,
sprites\nat\1\nat_a11_warai2.png,bmp\tati\nat\1\nat_waraia2,100,"('bmp\\tati\\nat\\1\\nat_waraia2', 3)",,,,
sprites\kin\1\kin_a11_majime1.png,bmp\tati\kin\1\kin_majimea1,100,"('bmp\\tati\\kin\\1\\kin_majimea1', 13)",,,,
sprites\bea\1\bea_a11_majime4.png,bmp\tati\bea\1\bea_majimea4,100,"('bmp\\tati\\bea\\1\\bea_majimea4', 7)",,,,
sprites\nat\1\nat_a12_warai2.png,bmp\tati\nat\1\nat_waraia2,100,"('bmp\\tati\\nat\\1\\nat_waraia2', 3)",,,,
sprites\bea\1\bea_a14_futeki2.png,bmp\tati\bea\1\bea_futekia2,100,"('bmp\\tati\\bea\\1\\bea_futekia2', 1)",,,,
sprites\bea\1\bea_a14_1_warai1.png,bmp\tati\bea\1\bea_waraia1,100,"('bmp\\tati\\bea\\1\\bea_waraia1', 2)",,,,
sprites\nan\1\nan_a1_majime1.png,bmp\tati\nan\1\nan_majimea2,100,"('bmp\\tati\\nan\\1\\nan_majimea2', 17)",,,,
sprites\nan\1\nan_a1_komaru2.png,bmp\tati\nan\1\nan_komarua2,100,"('bmp\\tati\\nan\\1\\nan_komarua2', 11)",,,,
sprites\kum\1\kum_a11_odoroki1.png,bmp\tati\kum\1\kum_odorokia1,100,"('bmp\\tati\\kum\\1\\kum_odorokia1', 25)",,,,
sprites\nat\1\nat_a11_hisu1.png,bmp\tati\nat\1\nat_hisua1,100,"('bmp\\tati\\nat\\1\\nat_hisua1', 5)",,,,
sprites\cla\1\cla_a14_komaru4.png,bmp\tati\kla\1\kla_komarua4,100,"('bmp\\tati\\kla\\1\\kla_komarua4', 1)",,,,
sprites\bea\1\bea_a11_nayamu1.png,bmp\tati\bea\1\bea_nayamua1,100,"('bmp\\tati\\bea\\1\\bea_nayamua1', 31)",,,,
sprites\nat\1\nat_a11_nayamu1.png,bmp\tati\nat\1\nat_nayamua1,100,"('bmp\\tati\\nat\\1\\nat_nayamua1', 2)",,,,
sprites\bea\1\bea_a11_warai2.png,bmp\tati\bea\1\bea_waraia2,100,"('bmp\\tati\\bea\\1\\bea_waraia2', 30)",,,,
sprites\kin\1\kin_a11_fukigen1.png,bmp\tati\kin\1\kin_fukigena1,100,"('bmp\\tati\\kin\\1\\kin_fukigena1', 17)",,,,
sprites\kin\1\kin_a12_def1.png,bmp\tati\kin\1\kin_defa1,100,"('bmp\\tati\\kin\\1\\kin_defa1', 2)",,,,
sprites\bea\1\bea_a11_def2.png,bmp\tati\bea\1\bea_defa2,100,"('bmp\\tati\\bea\\1\\bea_defa2', 57)",,,,
sprites\bea\1\bea_a11_1_warai1.png,bmp\tati\bea\1\bea_waraia1,100,"('bmp\\tati\\bea\\1\\bea_waraia1', 58)",,,,
sprites\bea\1\bea_a11_akuwarai1.png,bmp\tati\bea\1\bea_akuwaraia1,100,"('bmp\\tati\\bea\\1\\bea_akuwaraia1', 64)",,,,
sprites\bea\1\bea_a11_futeki2.png,bmp\tati\bea\1\bea_futekia2,100,"('bmp\\tati\\bea\\1\\bea_futekia2', 54)",,,,
sprites\bea\1\bea_a11_def1.png,bmp\tati\bea\1\bea_defa1,100,"('bmp\\tati\\bea\\1\\bea_defa1', 36)",,,,
sprites\nat\1\nat_a11_warai1.png,bmp\tati\nat\1\nat_waraia1,100,"('bmp\\tati\\nat\\1\\nat_waraia1', 40)",,,,
sprites\kin\1\kin_a11_warai1.png,bmp\tati\kin\1\kin_waraia1,100,"('bmp\\tati\\kin\\1\\kin_waraia1', 51)",,,,
sprites\nat\1\nat_a12_naku3.png,bmp\tati\nat\1\nat_nakua3,100,"('bmp\\tati\\nat\\1\\nat_nakua3', 13)",,,,
sprites\kin\1\kin_a11_warai2.png,bmp\tati\kin\1\kin_waraia2,100,"('bmp\\tati\\kin\\1\\kin_waraia2', 78)",,,,
sprites\kin\1\kin_a11_def1.png,bmp\tati\kin\1\kin_defa1,100,"('bmp\\tati\\kin\\1\\kin_defa1', 55)",,,,
sprites\kin\1\kin_a11_fumu1.png,bmp\tati\kin\1\kin_fumua1,100,"('bmp\\tati\\kin\\1\\kin_fumua1', 59)",,,,
sprites\nat\1\nat_a11_nayamu3.png,bmp\tati\nat\1\nat_nayamua3,100,"('bmp\\tati\\nat\\1\\nat_nayamua3', 9)",,,,
sprites\gen\1\gen_a11_odoroki1.png,bmp\tati\gen\1\gen_odorokia1,100,"('bmp\\tati\\gen\\1\\gen_odorokia1', 13)",,,,
sprites\nat\1\nat_a12_naku1.png,bmp\tati\nat\1\nat_nakua1,100,"('bmp\\tati\\nat\\1\\nat_nakua1', 29)",,,,
sprites\nat\1\nat_a12_naku4.png,bmp\tati\nat\1\nat_nakua4,100,"('bmp\\tati\\nat\\1\\nat_nakua4', 16)",,,,
sprites\cla\1\cla_a11_def1.png,bmp\tati\kla\1\kla_defa1,100,"('bmp\\tati\\kla\\1\\kla_defa1', 35)",,,,
sprites\nat\1\nat_a12_tukare1.png,bmp\tati\nat\1\nat_tukarea1,100,"('bmp\\tati\\nat\\1\\nat_tukarea1', 27)",,,,
sprites\cla\1\cla_a12_nayamu2.png,bmp\tati\kla\1\kla_nayamua3,100,"('bmp\\tati\\kla\\1\\kla_nayamua3', 1)",,,,
sprites\cla\1\cla_a13_komaru3.png,bmp\tati\kla\1\kla_komarua3,100,"('bmp\\tati\\kla\\1\\kla_komarua3', 1)",,,,
sprites\cla\1\cla_a11_ikari1.png,bmp\tati\kla\1\kla_ikaria1,100,"('bmp\\tati\\kla\\1\\kla_ikaria1', 8)",,,,
sprites\nat\1\nat_a12_ikari1.png,bmp\tati\nat\1\nat_ikaria1,100,"('bmp\\tati\\nat\\1\\nat_ikaria1', 29)",,,,
sprites\cla\1\cla_a12_komaru3.png,bmp\tati\kla\1\kla_komarua3,100,"('bmp\\tati\\kla\\1\\kla_komarua3', 1)",,,,
sprites\nat\1\nat_a11_komaru1.png,bmp\tati\nat\1\nat_komarua1,100,"('bmp\\tati\\nat\\1\\nat_komarua1', 4)",,,,
sprites\cla\1\cla_a11_komaru4.png,bmp\tati\kla\1\kla_komarua4,100,"('bmp\\tati\\kla\\1\\kla_komarua4', 18)",,,,
sprites\cla\1\cla_a11_komaru3.png,bmp\tati\kla\1\kla_komarua3,100,"('bmp\\tati\\kla\\1\\kla_komarua3', 7)",,,,
sprites\cla\1\cla_a11_komaru2.png,bmp\tati\kla\1\kla_komarua2,100,"('bmp\\tati\\kla\\1\\kla_komarua2', 23)",,,,
sprites\cla\1\cla_a13_ikari1.png,bmp\tati\kla\1\kla_ikaria1,100,"('bmp\\tati\\kla\\1\\kla_ikaria1', 2)",,,,
sprites\gen\1\gen_a11_komaru1.png,bmp\tati\gen\1\gen_komarua1,100,"('bmp\\tati\\gen\\1\\gen_komarua1', 49)",,,,
sprites\nat\1\nat_a11_tukare2.png,bmp\tati\nat\1\nat_tukarea2,100,"('bmp\\tati\\nat\\1\\nat_tukarea2', 19)",,,,
sprites\nan\1\nan_a2_def1.png,bmp\tati\nan\1\nan_majimea1,100,"('bmp\\tati\\nan\\1\\nan_majimea1', 1)",,,,
sprites\nat\1\nat_a11_odoroki2.png,bmp\tati\nat\1\nat_odorokia2,100,"('bmp\\tati\\nat\\1\\nat_odorokia2', 20)",,,,
sprites\nat\1\nat_a11_zutuu1.png,bmp\tati\nat\1\nat_zutuua1,100,"('bmp\\tati\\nat\\1\\nat_zutuua1', 45)",,,,
sprites\cla\1\cla_a24_komaru1.png,bmp\tati\kla\1\kla_komarua1,100,"('bmp\\tati\\kla\\1\\kla_komarua1', 2)",,,,
sprites\nat\1\nat_a11_tukare1.png,bmp\tati\nat\1\nat_tukarea1,100,"('bmp\\tati\\nat\\1\\nat_tukarea1', 21)",,,,
sprites\nat\1\nat_a12_zutuu1.png,bmp\tati\nat\1\nat_zutuua1,100,"('bmp\\tati\\nat\\1\\nat_zutuua1', 14)",,,,
sprites\nan\1\nan_a2_fumu1.png,bmp\tati\nan\1\nan_fumua1,100,"('bmp\\tati\\nan\\1\\nan_fumua1', 8)",,,,
sprites\cla\1\cla_a11_nayamu1.png,bmp\tati\kla\1\kla_nayamua1,100,"('bmp\\tati\\kla\\1\\kla_nayamua1', 24)",,,,
sprites\cla\1\cla_a14_komaru1.png,bmp\tati\kla\1\kla_komarua1,100,"('bmp\\tati\\kla\\1\\kla_komarua1', 2)",,,,
sprites\nat\1\nat_a12_naku2.png,bmp\tati\nat\1\nat_nakua2,100,"('bmp\\tati\\nat\\1\\nat_nakua2', 19)",,,,
sprites\nan\1\nan_a1_fumu1.png,bmp\tati\nan\1\nan_fumua1,100,"('bmp\\tati\\nan\\1\\nan_fumua1', 27)",,,,
sprites\gen\1\gen_a11_def1.png,bmp\tati\gen\1\gen_defa1,100,"('bmp\\tati\\gen\\1\\gen_defa1', 102)",,,,
sprites\cla\1\cla_a11_komaru1.png,bmp\tati\kla\1\kla_komarua1,100,"('bmp\\tati\\kla\\1\\kla_komarua1', 23)",,,,
sprites\nat\1\nat_a12_odoroki2.png,bmp\tati\nat\1\nat_odorokia2,100,"('bmp\\tati\\nat\\1\\nat_odorokia2', 71)",,,,
sprites\nat\1\nat_a12_komaru1.png,bmp\tati\nat\1\nat_komarua1,100,"('bmp\\tati\\nat\\1\\nat_komarua1', 17)",,,,
sprites\nat\1\nat_a12_ikari2.png,bmp\tati\nat\1\nat_ikaria2,100,"('bmp\\tati\\nat\\1\\nat_ikaria2', 32)",,,,
sprites\eva\1\eva_b25_naku3.png,bmp\tati\eva\1\eva_nakua3,100,"('bmp\\tati\\eva\\1\\eva_nakua3', 17)",,,,
sprites\kir\1\kir_a25_nayamu1.png,bmp\tati\kir\1\kir_nayamua1,100,"('bmp\\tati\\kir\\1\\kir_nayamua1', 5)",,,,
sprites\rud\1\rud_a12_komaru1.png,bmp\tati\rud\1\rud_komarua1,100,"('bmp\\tati\\rud\\1\\rud_komarua1', 3)",,,,
sprites\kum\1\kum_a11_komaru1.png,bmp\tati\kum\1\kum_komarua1,100,"('bmp\\tati\\kum\\1\\kum_komarua1', 41)",,,,
sprites\eva\1\eva_b25_naku1.png,bmp\tati\eva\1\eva_nakua1,100,"('bmp\\tati\\eva\\1\\eva_nakua1', 11)",,,,
sprites\goh\1\goh_a11_komaru1.png,bmp\tati\goh\1\goh_komarua1,100,"('bmp\\tati\\goh\\1\\goh_komarua1', 19)",,,,
sprites\sha\1\sha_a11_odoroki1.png,bmp\tati\sha\1\sha_odorokia1,100,"('bmp\\tati\\sha\\1\\sha_odorokia1', 46)",,,,
sprites\kan\1\kan_a12_def2.png,bmp\tati\kan\1\kan_defa2,100,"('bmp\\tati\\kan\\1\\kan_defa2', 1)",,,,
sprites\but\1\but_b11_niramu1.png,bmp\tati\but\1\but_niramua1,100,"('bmp\\tati\\but\\1\\but_niramua1', 17)",,,,
sprites\but\1\but_b22_niramu4.png,bmp\tati\but\1\but_niramua4,100,"('bmp\\tati\\but\\1\\but_niramua4', 27)",,,,
sprites\but\1\but_b11_futeki3.png,bmp\tati\but\1\but_futekia3,100,"('bmp\\tati\\but\\1\\but_futekia3', 15)",,,,
sprites\but\1\but_b11_def3.png,bmp\tati\but\1\but_defa3,100,"('bmp\\tati\\but\\1\\but_defa3', 47)",,,,
sprites\ron\1\ron_a13_akuwarai1.png,bmp\tati\ron\1\ron_akuwaraia1,100,"('bmp\\tati\\ron\\1\\ron_akuwaraia1', 2)",,,,
sprites\ron\1\ron_a23_warai2.png,bmp\tati\ron\1\ron_waraia2,100,"('bmp\\tati\\ron\\1\\ron_waraia2', 3)",,,,
sprites\but\1\but_b11_oya1.png,bmp\tati\but\1\but_oyaa1,100,"('bmp\\tati\\but\\1\\but_oyaa1', 38)",,,,
sprites\ron\1\ron_a11_def2.png,bmp\tati\ron\1\ron_defa2,100,"('bmp\\tati\\ron\\1\\ron_defa2', 9)",,,,
sprites\ron\1\ron_a11_majime1.png,bmp\tati\ron\1\ron_majimea1,100,"('bmp\\tati\\ron\\1\\ron_majimea1', 21)",,,,
sprites\ron\1\ron_a11_akuwarai1.png,bmp\tati\ron\1\ron_akuwaraia1,100,"('bmp\\tati\\ron\\1\\ron_akuwaraia1', 35)",,,,
sprites\ron\1\ron_a11_def1.png,bmp\tati\ron\1\ron_defa1,100,"('bmp\\tati\\ron\\1\\ron_defa1', 11)",,,,
sprites\ron\1\ron_a11_warai2.png,bmp\tati\ron\1\ron_waraia2,100,"('bmp\\tati\\ron\\1\\ron_waraia2', 35)",,,,
sprites\be2\1\be2_a15_1_houshin3star.png,bmp\tati\be2\1\be2_housinb3,100,"('bmp\\tati\\be2\\1\\be2_housinb3', 18)",,,,
sprites\but\1\but_b11_komaru2.png,bmp\tati\but\1\but_komarua2,100,"('bmp\\tati\\but\\1\\but_komarua2', 18)",,,,
sprites\lam\1\lam_a12_akuwarai1.png,bmp\tati\lam\1\lam_akuwaraia1,100,"('bmp\\tati\\lam\\1\\lam_akuwaraia1', 1)",,,,
sprites\lam\1\lam_a11_akuwarai1.png,bmp\tati\lam\1\lam_akuwaraia1,100,"('bmp\\tati\\lam\\1\\lam_akuwaraia1', 67)",,,,
sprites\ber\1\ber_a21_warai3.png,bmp\tati\ber\1\ber_waraia3,100,"('bmp\\tati\\ber\\1\\ber_waraia3', 85)",,,,
sprites\lam\1\lam_a11_odoroki1.png,bmp\tati\lam\1\lam_odorokia1,100,"('bmp\\tati\\lam\\1\\lam_odorokia1', 30)",,,,
sprites\but\1\but_b11_majime6.png,bmp\tati\but\1\but_majimea6,100,"('bmp\\tati\\but\\1\\but_majimea6', 30)",,,,
sprites\lam\1\lam_a11_odoroki3.png,bmp\tati\lam\1\lam_odorokia3,100,"('bmp\\tati\\lam\\1\\lam_odorokia3', 10)",,,,
sprites\but\1\but_b22_nayamu4.png,bmp\tati\but\1\but_nayamua4,100,"('bmp\\tati\\but\\1\\but_nayamua4', 2)",,,,
sprites\ber\1\ber_a24_warai3.png,bmp\tati\ber\1\ber_waraia3,100,"('bmp\\tati\\ber\\1\\ber_waraia3', 1)",,,,
sprites\lam\1\lam_b21_akuwarai3.png,bmp\tati\lam\1\lam_akuwaraia3,100,"('bmp\\tati\\lam\\1\\lam_akuwaraia3', 1)",,,,
sprites\ber\1\ber_a21_akuwarai1.png,bmp\tati\ber\1\ber_akuwaraia1,100,"('bmp\\tati\\ber\\1\\ber_akuwaraia1', 39)",,,,
sprites\lam\1\lam_a11_akuwarai6.png,bmp\tati\lam\1\lam_akuwaraia6,100,"('bmp\\tati\\lam\\1\\lam_akuwaraia6', 11)",,,,
sprites\lam\1\lam_a12_futeki3.png,bmp\tati\lam\1\lam_futekia3,100,"('bmp\\tati\\lam\\1\\lam_futekia3', 2)",,,,
sprites\ber\1\ber_a21_warai1.png,bmp\tati\ber\1\ber_waraia1,100,"('bmp\\tati\\ber\\1\\ber_waraia1', 179)",,,,
sprites\but\1\but_a11_sakebu1a.png,bmp\tati\but\1\but_sakebua1,100,"('bmp\\tati\\but\\1\\but_sakebua1', 2)",,,,
sprites\lam\1\lam_a11_akuwarai5.png,bmp\tati\lam\1\lam_akuwaraia5,100,"('bmp\\tati\\lam\\1\\lam_akuwaraia5', 27)",,,,
sprites\lam\1\lam_a11_futeki3.png,bmp\tati\lam\1\lam_futekia3,100,"('bmp\\tati\\lam\\1\\lam_futekia3', 78)",,,,
sprites\but\1\but_b11_odoroki1.png,bmp\tati\but\1\but_odorokia1,100,"('bmp\\tati\\but\\1\\but_odorokia1', 18)",,,,
sprites\lam\1\lam_a11_majime1.png,bmp\tati\lam\1\lam_majimea1,100,"('bmp\\tati\\lam\\1\\lam_majimea1', 45)",,,,
sprites\but\1\but_b11_kuyasigaru1.png,bmp\tati\but\1\but_kuyasigarua1,100,"('bmp\\tati\\but\\1\\but_kuyasigarua1', 19)",,,,
sprites\ber\1\ber_a21_def1.png,bmp\tati\ber\1\ber_defa1,100,"('bmp\\tati\\ber\\1\\ber_defa1', 129)",,,,
sprites\but\1\but_b11_sakebu1a.png,bmp\tati\but\1\but_sakebua1,100,"('bmp\\tati\\but\\1\\but_sakebua1', 6)",,,,
